标题	年份	类型	国家	时长	评分	人数	概括	链接
搭车去柏林	2010	纪录片	中国大陆	-9999	9.3	16231	　　美籍青年谷岳（谷岳 Kyle Johnson ）早年辞去在美国金融公司的工作之后，就一直是一名四处周游的旅人。在结识现任德国女友伊卡之后，谷岳便想通过一次从北京到柏林搭车的长途苦旅来表达对女友的爱。中国青年纪录片导演刘畅（刘畅）被谷岳的想法深深吸引，两人便结伴开始了这 次充满刺激的惊险旅程。2009年，两人从北京出发，全程基本全部通过招手搭车的方式逐渐向德国柏林前行。他们的旅途不仅充满了惊险，更充满了途径的各国友人对他们的支持和关心。而当他们终于到达柏林的时候，他们竟然通过十分意外的情形与伊卡重逢。　　纪录片同名著作《搭车去柏林》也于2011年出版。	http://movie.douban.com/subject/4303640/	
帝企鹅日记 La marche de l&#39;empereur	2005	纪录片/家庭	法国	80	8.5	55609	　　这是一部真实反映企鹅生活的电影。南极大陆的北部气候温和，食物充足；而南部则终年覆雪、气候寒冷，食物短缺。但南部也有其好处，那就是这里生态稳定，没有天敌的追击。为了让企鹅宝宝健康成长，企鹅爸爸妈妈每年都会从北部来到南部孵化小企鹅蛋。　　企鹅爸爸和企鹅妈妈轮流进行孵蛋工作，另 一方则不远万里去找寻食物。途中的艰辛任何人都难以承受，而柔弱的企鹅们则每年都这样往复进行着这项艰辛的任务。　　影片所展现的顽强的生命力发人深省。	http://movie.douban.com/subject/1369747/	
奇迹的夏天	2006	纪录片	台湾	101	8.6	2389	　　影片记录了台湾后山─花莲县美仑国中的足球小将们，在国中最后一个夏天里面对理想全力冲刺的感人故事。他们情同手足，相互扶持。这群朝气蓬勃的阳光大男孩们，接受着严格的训练，为了梦想而奋力拼搏着。在国中生涯最后一个夏天里，他们共同迎接这场最终的战役。　　由台湾纪录片导演杨力州与爱徒张荣吉共同执导的青春热血纪录片《奇迹的夏天》，荣获2006年第43届台湾电影金马奖最佳纪录片。影片缘起2006年世界杯开赛时，运动品牌NIKE在世界各地拍摄以足球青年为主题的纪录片。杨力州应邀拍摄有关美仑国中足球队的五分钟短片。这群用热情燃烧生命的少年们，激起了杨力州创作此部长篇纪录片的想法。	http://movie.douban.com/subject/2132917/	
被遗忘的时光 被遺忘的時光	2010	纪录片	台湾	107	9.4	2057	　　清明时分整齐的国军公墓，家人带着鲜花素果准备祭拜，手拿一柱香的景珍，有点不知所措，女儿小洁说：「妈、烧个香吧，告诉他，妳来看他了。」景珍跪倒在墓前哭着：「我的妈妈啊，你走了我好难过啊…」「妈、妳看清楚点，是爸爸张国栋啊。」景珍抬头看了墓碑上的字：「哎呀～张国栋啊，你居然先走，丢下我不管，怎麼这麼很心…」下着毛毛雨的天气，景珍陷在亲人离去的哀伤情绪泥沼中，下次来到墓园，这样的遗忘，而这样的忆起，又会一再重演。　　站在镜子前面却认不得镜子里反射的那张脸，為什么印象中 25 岁的模样却是满布皱纹呢？端正為坐的王老师以为我们拿的摄影机是在给她照相，一动也不敢动，摄影师做出手势：「老师、照好了，你可以动了。」王老师叮咛：「你要记得给我一张相片，我要寄给 60 岁在太原的爸爸。」已经高龄 90 岁的王老师，念念不忘要寄一张自己的照片给亲爱的父亲，让他知道自己一切平...	http://movie.douban.com/subject/5355067/	
猫咪物语 にゃんこ THE MOVIE	2007	纪录片	日本	66	9.0	9878	　　富士电视台摄制组走遍全国各地，寻找那些与人类相互共存的可爱猫儿。北海道农场的三兄妹，清晨时光或趴在牛背上休息，或小酌刚挤出的牛奶，惬意舒适；宫城县田代岛，爱猫的人们将这里变成猫的天堂；唐人街内，呼呼大睡的强朋，成为人见人爱的招财猫；下半身瘫痪的猫儿平藏，坚强地行走世上，感动无数的人；3岁的阿纯，与田径队的伙伴们渡过难忘的青春岁月；茨城县牛久市，生活在殡仪馆的咪与老爷爷一起念经；因嫉妒谄媚的小狗而躲起来，只在晚上才和主人厮磨的马里奥；不知老奶奶已经去世，小白每天等待老人的归来，流浪在市井街头。此外还有许多身怀绝技的猫儿，为人们带来无尽的欢乐与感动……　　本片由演员筱原凉子和小西真奈美分别担任解说。	http://movie.douban.com/subject/3092010/	
猫咪物语2 にゃんこ THE MOVIE2	2007	纪录片	日本	73	9.2	4742	　　富士电视台摄制组走遍全国各地，寻找那些与人类相互共存的可爱猫儿。东京新宿，芝芝行走在高楼的栏杆上，悠闲自在，却时常被喜欢他的小主人逼得无路可逃；札幌一所补习学校，瓦尔四处溜达，随意趴在学生的桌子上休息，这里有她最好的朋友；北海道农场迎来了四兄妹，他们如哥哥姐姐一样自由享受纯然的生活；14公斤的诺阿，爱晒太阳爱吃东西，超级讨厌运动；失去前腿并患有其他疾病的残疾猫马克，无论命运多残酷，也不放弃活下去的勇气；东京武藏，出生不久便遭遗弃的小猫咪，在爱心人士的帮助下，不仅有了名字，还找到了温暖的家。东西南北，哪里都有这些小生灵的影子，他们与人类以及大自然共同构成了一幅相互依存的温暖画卷……　　本片由演员小西真奈美担任解说。	http://movie.douban.com/subject/3092011/	
猫咪物语3 にゃんこ THE MOVIE3	2009	纪录片	日本	76	9.4	2490		http://movie.douban.com/subject/4219765/	
猫咪物语4 にゃんこ THE MOVIE4	2010	纪录片	日本	72	9.3	2202		http://movie.douban.com/subject/4907956/	
皮娜 Pina	2011	纪录片/歌舞	德国 / 法国 / 英国	106	8.7	8526	　　德国著名导演维姆·文德斯（Wim Wenders）在第一次观看皮娜·鲍什（Pina Bausch）出演《穆勒咖啡馆》时，便深深为这位“德国现代舞第一夫人”所吸引。他与皮娜迅速成为至交，并诞生了合作电影的想法。几经考虑，文德斯决定采用3D电影技术来展现皮娜充满激情与创意的 现代舞艺术，试图为观众开启一种全新而独特的视觉发现之旅。但是，2009年电影拍摄计划宣布后不久，皮娜·鲍什就因肺癌辞世，整个拍摄计划就此搁置。直到在与皮娜生前执掌的乌帕塔舞蹈剧场商谈后，文德斯才决定重新启动电影拍摄计划。本片将皮娜的几部舞蹈作品《穆勒咖啡馆》、《春之祭》、和《月圆》贯穿在学生和好友对她的追忆中，同时将镜头投射到充满工业景观的城市乌帕塔，立体化地诠释了皮娜独特奇妙的舞蹈美学，留下了对皮娜最美的赞歌。	http://movie.douban.com/subject/3742993/	
车轮不息 Where The Trail Ends	2012	剧情/纪录片/冒险/运动	美国 / 中国大陆 / 加拿大 / 尼泊尔 / 阿根廷	81	9.1	6196	　　2012年9月19日，全世界数一数二的自行车展INTER BIKE在美国的拉斯维加斯开幕。而一场酝酿已久的风暴在拉斯维加斯著名酒店The Palms Hotel附属的The Pearl Theatre影院爆发。在这个全世界山地车车迷的盛大日子，堪称自行车电影史上最大投资的电影《Where the trail ends》在这里举办了首映礼！　　2012红牛山地史诗大片《Where The Trail Ends Red Bull》 拍摄历时2年，在新疆戈壁、在犹他北部、在阿根廷卡法亚特、在尼泊尔秘境Mustang这些销魂的地方奔腾着。这是一部讲述世界顶级自由山地自行车手的电影，这些雄心勃勃的山地自行车手们在世界各地挑战各种险峻的地形，挑战自己的极限和大自然。	http://movie.douban.com/subject/19955871/	
寻找小糖人 Searching for Sugar Man	2012	纪录片/音乐/传记	瑞典 / 英国	86	9.1	25693	　　罗德里格斯在上世纪70年代发行过两张专辑《Cold Fact》与《Coming From Reality》，在南非有超过50万的销量且知名度可与滚石乐队相提并论。但与其他知名的美国歌手不同，南非的歌迷得不到任何一点关于罗德里格斯的信息，除了专辑歌曲之外唯一能了解的只有专 辑封面上一张并不清晰的相片。两张专辑后，他好像也就此销声匿迹。　　对于在南非的辉煌成绩，罗德里格斯其实并不知情，他在美国过着截然不同的生活，没有知名度，专辑销量不佳，被唱片公司抛弃，曾经一度做着装修屋顶的体力活…… 南非开普敦一家唱片店老板斯蒂芬与音乐记者克雷格听到罗德里格斯在舞台上奇特自杀的传闻后展开调查，寻找小糖人之路就此开始，一段神秘的传奇故事就此展开……	http://movie.douban.com/subject/7015798/	
为什么贫穷？ Why Poverty?	2012	纪录片	丹麦 / 英国	-9999	9.1	1537	　　贫富不均对社会有什么影响？穷人真能掌握自己的未来？国际非营利组织STEPS INTERNATIONAL 所推动的《为什么贫穷？》（Why Poverty?）跨媒体计划，参与协同制作工作，与全球同步播出一系列探讨21世纪贫穷问题的纪录片。　　《为什么贫穷？》是由总部位于丹麦的国际非营利组织STEPS INTERNATIONAL推动的非商业计划。Steps曾在2007年推动过《为什么要民主？》（Why Democracy?）。而《为什么贫穷？》即以此为基础，希望用影片刺激大众讨论贫穷问题；计划共同发起人还有英国广播公司（BBC）和丹麦广播公司（DR），这两家电视台也是本计划的主要合作伙伴和推动者。　　这计划邀请了来自世界各地的纪录片导演，以“为什么贫穷”为共同题目，拍摄了每集一小时共八集的纪录片，让世界共同思考贫穷问题，探讨全球10亿赤贫人口的过去与未来。本...	http://movie.douban.com/subject/20393972/	
海底世界3D Under the Sea 3D	2009	纪录片	美国 / 加拿大	40	8.7	1147	　　首部IMAX海下立体电影，为拍摄此片，水下摄影师携带重达近4吨的专用装备，下潜到了南澳大利亚和巴布亚新几内亚以及印度洋海域，历时110天、潜水350小时，首次成功采用IMAX 3D 摄影机在水下进行冒险拍摄。3D的视觉效果让观众与地球上最独特、最危险、最色彩斑斓的生物零距离接触，体验一次难得的深海旅行。	http://movie.douban.com/subject/3011336/	
比克曼科学世界 Beakman&#39;s World	1992	剧情/纪录片/家庭/儿童/奇幻	美国	-9999	9.4	3447	　　CBS公司出品的怪頭博士（Dr. Beakman），將帶給國內青少年在生活百科上新視野。連續數年獲得美國艾美獎優良青少年節目的怪頭博士，以互動式Q&amp;A的表現手法，借由青少年朋友的問題反饋，充實節目的教育內涵，讓觀眾與媒體建立起完整的互動。節目中呈現的生活百科知識，完美結合了現實生活、週遭環境，化教育為無形，讓青少年朋友有效的吸收知識。同時，青少年朋友也可以與怪頭博士一起作有趣的實驗，瞭解艱澀的科學理論。	http://movie.douban.com/subject/2051402/	
