标题	年份	类型	国家	时长	评分	人数	概括	链接
史密斯先生到华盛顿 Mr. Smith Goes to Washington	1939	剧情	美国	129	8.8	3323	　　美国的一个小镇，Jefferson Smith（詹姆斯·斯图尔特 James Stewart饰）是当地的童子军的首领，深受青少年们的喜爱，被选为新的参议员，来到了华盛顿。遇到了他父亲的老朋友，同为参议员的Joseph Paine（克劳德·雷恩斯 Claude Rains饰），并且迷上了Joseph的漂亮女儿。单纯的Jefferson从来没来过华盛顿，在华盛顿闹了不少笑话，被媒体纷纷取笑。Joseph让Jefferson起草一个提案，并让他的女秘书Clarissa Saunders（琪恩·亚瑟 Jean Arthur 饰）协助Jefferson。然而Jefferson却发现，他的这个所谓参议员不过是其他老谋深算的参议员手中的木偶，他发现了他们一个巨大的阴谋。Jefferson决定以自己单薄的力量来对抗那群人，来改变这个腐败的政治环境。到底他能否成功？史...	http://movie.douban.com/subject/1297127/	
7号房的礼物 7번방의 선물	2013	喜剧	韩国	127	8.6	81769	　　1997年，只有6岁儿童智商的智障男子李龙久（柳成龙 饰）和可爱的女儿艺胜（葛素媛 饰）相依为命，生活虽然简单清贫，却充满幸福。某天，执着为女儿买美少女战士书包的龙久意外卷入一起幼童诱拐奸杀案，而死者竟是警察局长的女儿。龙久懵懂无知，搞不清状况，昏头昏脑就被投入监狱。在7号牢房中，聚集着走私犯蘇杨浩（吴达洙 饰）、诈骗犯崔春浩（朴元尚 饰）、通奸犯姜万范（金正泰 饰）、恐吓犯老徐（金基灿 饰）和抢劫犯申奉植（郑万植 饰）等五毒俱全的“社会渣滓”。龙久孩子般纯洁的心渐渐感动了这几个“大坏蛋”，他们甚至不惜冒险将艺胜带入牢房与父亲相会。　　黑暗冰冷的监牢内，7号牢房阳光满满……	http://movie.douban.com/subject/10777687/	
爱在午夜降临前 Before Midnight	2013	剧情/爱情	美国	109	8.7	64999	　　被影迷奉为爱情圭臬的《爱在黎明破晓前》、《爱在日落黄昏时》终于迎来了第三部《爱在午夜降临前》。第一部中美国青年杰西（伊桑·霍克 Ethan Hawke 饰）坐火车邂逅法国女孩赛琳（朱莉·德尔佩 Julie Delpy 饰），两人在维也纳度过难忘一晚；9年后的第二部，杰西已成 为作家，他的小说让他和赛琳在巴黎重逢，两人于日落前再续前缘。如今又一个9年过去了，杰西与赛琳已经一起生活并有了一对双胞胎女儿，对人生和爱情也有了更多感悟。《爱在午夜降临前》就是撷取他们在希腊伯罗奔尼撒南部小岛度假的最后一天。　　导演理查德·林克莱特和两位主演就像与影迷在赴一个每9年的约会，尽管三部曲的制作跨度长达18年，但故事情节几乎可以写在一张纸的背面。电影惯于只用人与人的对话讲述故事，两位主人公或行走在静谧的村落，或悠然坐在露台和餐桌前，不断的讨论着文学、爱情、生活、两性等话题...	http://movie.douban.com/subject/10808442/	
极速风流 Rush	2013	剧情/传记/运动	英国 / 美国 / 德国	123	8.8	34902	　　一直以来，尼基（丹尼尔·布鲁赫 Daniel Brühl 饰）和詹姆斯（克里斯·海姆斯沃斯 Chris Hemsworth 饰）都是针锋相对的死对头。尼基认真严肃，对赛车的职业十分尊重，詹姆斯喜欢铤而走险，将赛车作为自己寻花问柳的筹码，虽然两人有着截然不同的个性，但他们之间的较量却从未停止过。　　为了改变自己不够成熟的性格，詹姆斯和偶然遇见的名模苏西（奥利维亚·王尔德 Olivia Wilde 饰）结婚了，尼基亦找到了自己的一生挚爱并且加入了法拉利车队，而此时生活已经走上了下坡路的詹姆斯则加入了麦克拉伦车队，一对冤家再次站在了人生的战场之上。一次比赛中，天降大雨，尼基出了车祸身受重伤，詹姆斯因此夺得了冠军。可是，尼基并没有因此而放弃，在极短的时间内，尽管受到了众人的制止，但他依然毅然地回到了赛场上。	http://movie.douban.com/subject/6803494/	
巴比龙 Papillon	1973	剧情/传记/犯罪	美国 / 法国	151	8.7	3563	　　绰号巴比龙的亨利·查理尔（史蒂夫·麦奎因 Steve McQueen饰）正要被流放到圭亚那一个名为“魔鬼岛”的苦役营终身服刑。查理尔因被控杀害一名皮条客而被捕入狱，可他始终认为自己是冤枉的。在押运船上，身强力壮的查理尔保护了一个带着眼镜狡猾的知识分子路易斯·德加（达斯汀·霍夫曼 Dustin Hoffman饰）。为了洗刷自己的罪名，查理尔从他踏上“魔鬼岛”的第一天起，就开始在德加的帮助下策划越狱逃跑。然而“魔鬼岛”地处荒蛮之地，四面环水，并且到处流行着可怕的疾病。查理尔一次又一次地逃狱，又一次再一次地被捉回。十多年来，他仍孤注一掷地抱着一袋椰壳跳下大海逃生。　　美国经典越狱冒险剧情片《巴比龙》，根据法国囚犯亨利·查理尔于1969年发表的同名畅销书籍《巴比龙》改编而成。巴比龙是亨利·查理尔的绰号，绰号得名于他胸前蝴蝶形的纹身。本片荣获1974年第46届奥...	http://movie.douban.com/subject/1293820/	
小城之春	1948	剧情/爱情	中国大陆	93	8.6	14490	　　1948年前后，中国某个平常的遍处皆是断垣颓壁的南方小城里，年轻少妇周玉纹（韦伟）与生病的丈夫戴礼言（石羽）过着索然寡味的日子。战争不仅令礼言失去了家产，也使他丧失了生活的信念。而玉纹每日做的，是在早晨出门买菜、给礼言抓药，在城头踱步好大一会后伤神地复回到家中，将药丢于他时与他对话不过三两句，剩下大半时日，是坐在妹妹戴秀（张鸿眉）房间绣花独自喟叹——除了早晨出门徘徊的城墙头，这是她认为的小城唯剩的有生气之地。　　章志忱（李纬）的到来打破了死气沉沉的一切。他是礼言昔日好友，却也是玉纹的旧时情人。与礼言死气的阴郁形成对比的是，志忱年轻健康有朝气，这令本是小城异类的戴秀对他暗生情愫，但志忱心中一直没忘玉纹，而他无疑也是玉纹内心的渴望和呼唤。发乎情止于礼，志忱和玉纹之间欲迎还拒、欲拒还迎的心理角逐游戏连番上演时，礼言和戴秀窥见了个中端倪。	http://movie.douban.com/subject/1323746/	
光荣之路 Paths of Glory	1957	剧情/战争/犯罪	美国	88	8.8	7566	　　1916年，第一次世界大战期间的法国，德法两军的战争如火如荼。值此关键时刻，法国陆军将军布洛拉德（Adolphe Menjou 饰）向陆军上尉达克斯（柯克·道格拉斯 Kirk Douglas 饰）率领的部队下了一道命令：不惜一切代价攻下德军占领的安特山。军令如山，即使前方刀山火海，战士们仍拼死向前冲去。结局可想而知，在敌人密集的炮火下，法军冲锋失败，伤亡惨重。为了掩盖自己的指挥失误，布洛拉德抓捕三名无辜士兵作代罪羔羊，以临阵脱逃等罪名将他们判处死刑。为了士兵的利益，达克斯上尉奋力争取，却在这一过程中渐渐看清军官和战争的丑恶……　　本片根据汉弗雷·科比（Humphrey Cobb）1935年的小说《光荣之路》改编荣获1959年意大利国家影评人协会银带奖最佳外语片导演奖、1958年芬兰影艺学院奖最佳导演奖。	http://movie.douban.com/subject/1292969/	
霹雳五号 Short Circuit	1986	喜剧/科幻/家庭	美国	98	8.6	8357	　　《霹雳五号》是1986年由新力影业旗下子公司——三星影业所推出的科幻喜剧片。　　NOVA军火公司开发了五台战争用机器人，而其中一台机器人“No.5”有一天突然被雷打中，而之后便产生了自我意识，并且开始自称自己为“强尼五号”。它逃到了街上，却被人类视为一大威胁，而剩下四台机器人也在追杀它，它必须设法说服发明它的科学家“自己是一种生命，而不是战争用机器人”。在一次短路状况下闯入了热心保护动物的史蒂芬妮家中，并从与人交往的过程中学习到人类的智慧的人性，后来拒绝回到武器公司充当他们的杀人工具。	http://movie.douban.com/subject/1294366/	
黄昏双镖客 Per qualche dollaro in più	1965	西部	意大利 / 西班牙 / 西德	132	8.7	9646	　　Indio（吉昂·马利亚·沃隆特 Gian Maria Volonté 饰）是一个穷凶极恶的通缉犯，他伙同他的团伙屡次作案，他有一个怀表，每次大开杀戒之前都会看一看表，表上有一个女人的照片。赏金猎人Manco（克林特·伊斯特伍德 Clint Eastwood 饰）正在追捕Indio，而另外一个赏金猎人Colonel Douglas Mortimer （李·范·克里夫 Lee Van Cleef 饰）也在追捕同样的目标。两人一开始都看对方不顺眼，后来才决定一起追捕Indio。两人得知Indio准备去抢劫银行，于是定下计谋，让Mortimer加入Indio的团队，之后再和Manco来个里应外合。后来两人不慎被Indio所抓获。到底Manco和Mortimer能否除掉Indio，而Indio怀表里那个女人又和Mortimer有何联系？　　本片为意大利导演赛尔...	http://movie.douban.com/subject/1295586/	
喜宴	1993	剧情/喜剧/爱情/同性/家庭	台湾 / 美国	106	8.7	81792	　　伟同（赵文瑄）是事业有成的男同志，与男友赛门（Mitchell Lichtenstein）在美国过着幸福的同居日子，烦恼来自要用各种招数应对远在台北的父（郎雄）母（归亚蕾）的一次次逼婚。伟同被逼以“乖乖仔”形象修书一封声称会在美国结婚，没料父母想亲眼见证。无奈，他只得拉上来自上海的不得志的女艺术家葳葳（金素梅）“假婚”，想逃过一劫。　　父母对葳葳相当满意，却对伟同的草率态度不满，为让父母满意尽快返回台北，伟同犹如“拼命三郎”使出了浑身解数。但人算不如天算，不断的波折使得父母的返台日期一次次推迟，令他和赛门的感情亮起“红灯”，而葳葳又意外怀上了他的孩子。似乎，伟同在强大的父母（传统）面前，只能选择去做一个 “表面正常”的男人。	http://movie.douban.com/subject/1303037/	
骗中骗 The Sting	1973	剧情/喜剧/犯罪	美国	129	8.7	17124	　　卢克领导着一个诈骗集团在芝加哥附近的约里埃特行骗。这天，手下人向他交了一大笔刚刚骗了的钱。不久，卢克就遭到了谋杀。原来，这笔钱是芝加哥的黑社会头目朗尼根（罗伯特•肖 Robert Shaw 饰）刚刚收回的赌款，正是这笔钱令卢克引火烧身。　　胡克（罗伯特•雷德福 Robert Redford 饰）是卢克的一个手下，卢克平日待他如亲生儿子一般，生前就想把他介绍到芝加哥的好友骗术大师冈多夫（保罗•纽曼 Paul Newman 饰）处学艺。胡克发誓要给卢克报仇，于是前往芝加哥寻找冈多夫。胡克顺利找到了冈多夫，听闻这次的对头是朗尼根，冈多夫马上摩拳擦掌。于是，一个天衣无缝的行骗计划开始了！	http://movie.douban.com/subject/1292269/	
豹 Il gattopardo	1963	剧情/爱情/历史/战争	意大利 / 法国	187	8.7	4133	　　影片以1860年意大利的西西里岛为背景，通过萨里纳亲王这个中心人物的心路历程，反映出面对风起云涌崭新时代的到来，身处翻天覆地的社会变革的浩荡潮流当中，原有权贵和贵族因此而没落这一无奈而必然的命运。　　萨利纳亲王一家原本过着平静的生活。但随着局势的急剧变化，亲王的外甥唐克雷迪投奔正在西西里登陆的青年意大利党人加里波军队。返回故里，唐克雷迪对市长塞达拉的女儿安杰莉卡一见钟情，两人情投意合，不久便订婚了。塞达拉答应给女儿一份丰富的嫁妆，这样便挽救了萨利纳即将衰败的家族，而塞达拉也因能跟大贵族攀亲而沾沾自喜。此后，西西里岛进行了全民投票，结果一致赞成归并意大利。都灵派来了使者，邀请萨利纳作为名门贵族的代表，参加议会工作，但被萨利纳拒绝了。新政府没有给这个沉睡了两千多年的岛屿带来任何变化，特别是加里波在战败后，巴勒莫上流社会的生活又恢复了旧貌，贵族们频频举行舞会...	http://movie.douban.com/subject/1293146/	
星际穿越 Interstellar	2014	科幻/悬疑/冒险	美国 / 英国	169	9.1	228716	　　近未来的地球黄沙遍野，小麦、秋葵等基础农作物相继因枯萎病灭绝，人类不再像从前那样仰望星空，放纵想象力和灵感的迸发，而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前NASA宇航员库珀（马修·麦康纳 Matthew McConaughey 饰）接连在女儿墨菲（麦肯吉·弗依 Mackenzie Foy 饰）的书房发现奇怪的重力场现象，随即得知在某个未知区域内前NASA成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞，NASA借机将数名宇航员派遣到遥远的星系寻找适合居住的星球。在布兰德教授（迈克尔·凯恩 Michael Caine 饰）的劝说下，库珀忍痛告别了女儿，和其他三名专家教授女儿艾米莉亚·布兰德（安妮·海瑟薇 Anne Hathaway 饰）、罗米利（大卫·吉雅西 David Gyasi 饰）、多伊尔（韦斯·本特利 Wes B...	http://movie.douban.com/subject/1889243/	
